Name,Pokemon Number,Stat Total,HP,Attack,Defense,Speed,Sp.Def,Sp.Atk,First Type,Second Type,First Ability,Second Ability,Hidden Ability,Generation,Egg Group 1,Egg Group 2,isSubLegendary,isLegendary,isMythical,isFullyEvolved
Heatmor,631,484,85,97,66,65,66,105,Fire,None,Gluttony,Flash Fire,White Smoke,5,Field,None,FALSE,FALSE,FALSE,TRUE
Durant,632,484,58,109,112,109,48,48,Bug,Steel,Swarm,Hustle,Truant,5,Bug,None,FALSE,FALSE,FALSE,TRUE
Hydreigon,635,600,92,105,90,98,90,125,Dark,Dragon,Levitate,None,None,5,Dragon,None,FALSE,FALSE,FALSE,TRUE
Volcarona,637,550,85,60,65,100,105,135,Bug,Fire,Flame Body,None,Swarm,5,Bug,None,FALSE,FALSE,FALSE,TRUE
Cobalion,638,580,91,90,129,108,72,90,Steel,Fighting,Justified,None,None,5,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Terrakion,639,580,91,129,90,108,90,72,Rock,Fighting,Justified,None,None,5,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Virizion,640,580,91,90,72,108,129,90,Grass,Fighting,Justified,None,None,5,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Tornadus,641,580,79,115,70,111,80,125,Flying,None,Prankster,None,Defiant,5,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Tornadus(Therian Forme),641,580,79,100,80,121,90,110,Flying,None,Regenerator,None,None,5,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Thundurus,642,580,79,115,70,111,80,125,Electric,Flying,Prankster,None,Defiant,5,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Thundurus(Therian Forme),642,580,79,105,70,101,80,145,Electric,Flying,Volt Absorb,None,None,5,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Reshiram,643,680,100,120,100,90,120,150,Dragon,Fire,Turboblaze,None,None,5,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Zekrom,644,680,100,150,120,90,100,120,Dragon,Electric,Teravolt,None,None,5,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Landorus,645,600,89,125,90,101,80,115,Ground,Flying,Sand Force,None,Sheer Force,5,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Landorus(Therian Forme),645,600,89,145,90,91,80,105,Ground,Flying,Intimidate,None,None,5,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Kyurem(White Kyurem),646,700,125,120,90,95,100,170,Dragon,Ice,Turboblaze,None,None,5,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Kyurem(Black Kyurem),646,700,125,170,100,95,90,120,Dragon,Ice,Teravolt,None,None,5,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Kyurem,646,660,125,130,90,95,90,130,Dragon,Ice,Pressure,None,None,5,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Keldeo,647,580,91,72,90,108,90,129,Water,Fighting,Justified,None,None,5,Undiscovered,None,FALSE,FALSE,TRUE,TRUE
Keldeo(Resolute Form),647,580,91,72,90,108,90,129,Water,Fighting,Justified,None,None,5,Undiscovered,None,FALSE,FALSE,TRUE,TRUE
Meloetta,648,600,100,77,77,90,128,128,Normal,Psychic,Serene Grace,None,None,5,Undiscovered,None,FALSE,FALSE,TRUE,TRUE
Meloetta(Pirouette Forme),648,600,100,128,90,128,77,77,Normal,Fighting,Serene Grace,None,None,5,Undiscovered,None,FALSE,FALSE,TRUE,TRUE
Genesect,649,600,71,120,95,99,95,120,Bug,Steel,Download,None,None,5,Undiscovered,None,FALSE,FALSE,TRUE,TRUE
Chesnaught,652,530,88,107,122,64,75,74,Grass,Fighting,Overgrow,None,Bulletproof,6,Field,None,FALSE,FALSE,FALSE,TRUE
Delphox,655,534,75,69,72,104,100,114,Fire,Psychic,Blaze,None,Magician,6,Field,None,FALSE,FALSE,FALSE,TRUE
Greninja,658,530,72,95,67,122,71,103,Water,Dark,Torrent,None,Protean,6,Water 1,None,FALSE,FALSE,FALSE,TRUE
Diggersby,660,423,85,56,77,78,77,50,Normal,Ground,Pickup,Cheek Pouch,Huge Power,6,Field,None,FALSE,FALSE,FALSE,TRUE
Talonflame,663,499,78,81,71,126,69,74,Fire,Flying,Flame Body,None,Gale Wings,6,Flying,None,FALSE,FALSE,FALSE,TRUE
Vivillon,666,411,80,52,50,89,50,90,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,6,Bug,None,FALSE,FALSE,FALSE,TRUE
Pyroar,668,507,86,68,72,106,66,109,Fire,Normal,Rivalry,Unnerve,Moxie,6,Field,None,FALSE,FALSE,FALSE,TRUE
Florges,671,552,78,65,68,75,154,112,Fairy,None,Flower Veil,None,Symbiosis,6,Fairy,None,FALSE,FALSE,FALSE,TRUE
Gogoat,673,531,123,100,62,68,81,97,Grass,None,Sap Sipper,None,Grass Pelt,6,Field,None,FALSE,FALSE,FALSE,TRUE
Pangoro,675,495,95,124,78,58,71,69,Fighting,Dark,Iron Fist,Mold Breaker,Scrappy,6,Field,Human-Like,FALSE,FALSE,FALSE,TRUE
Furfrou,676,472,75,80,60,102,90,65,Normal,None,Fur Coat,None,None,6,Field,None,FALSE,FALSE,FALSE,TRUE
Meowstic,678,466,74,48,76,104,81,83,Psychic,None,Keen Eye,Infiltrator,Prankster,6,Field,None,FALSE,FALSE,FALSE,TRUE
Meowstic(Female),678,466,74,48,76,104,81,83,Psychic,None,Keen Eye,Infiltrator,Competitive,6,Field,None,FALSE,FALSE,FALSE,TRUE
Aegislash,681,500,60,50,140,60,140,50,Steel,Ghost,Stance Change,None,None,6,Mineral,None,FALSE,FALSE,FALSE,TRUE
Aegislash(Blade Forme),681,500,60,140,50,60,50,140,Steel,Ghost,Stance Change,None,None,6,Mineral,None,FALSE,FALSE,FALSE,TRUE
Aromatisse,683,462,101,72,72,29,89,99,Fairy,None,Healer,None,Aroma Veil,6,Fairy,None,FALSE,FALSE,FALSE,TRUE
Slurpuff,685,480,82,80,86,72,75,85,Fairy,None,Sweet Veil,None,Unburden,6,Fairy,None,FALSE,FALSE,FALSE,TRUE
Malamar,687,482,86,92,88,73,75,68,Dark,Psychic,Contrary,Suction Cups,Infiltrator,6,Water 1,Water 2,FALSE,FALSE,FALSE,TRUE
Barbaracle,689,500,72,105,115,68,86,54,Rock,Water,Sniper,Tough Claws,Pickpocket,6,Water 3,None,FALSE,FALSE,FALSE,TRUE
Dragalge,691,494,65,75,90,44,123,97,Poison,Dragon,Poison Point,Poison Touch,Adaptability,6,Dragon,Water 1,FALSE,FALSE,FALSE,TRUE
Clawitzer,693,500,71,73,88,59,89,120,Water,None,Mega Launcher,None,None,6,Water 1,Water 3,FALSE,FALSE,FALSE,TRUE
Heliolisk,695,481,62,55,52,109,94,109,Electric,Normal,Dry Skin,Sand Veil,Solar Power,6,Dragon,Monster,FALSE,FALSE,FALSE,TRUE
Tyrantrum,697,521,82,121,119,71,59,69,Rock,Dragon,Strong Jaw,None,Rock Head,6,Dragon,Monster,FALSE,FALSE,FALSE,TRUE
Aurorus,699,521,123,77,72,58,92,99,Rock,Ice,Refrigerate,None,Snow Warning,6,Monster,None,FALSE,FALSE,FALSE,TRUE
Sylveon,700,525,95,65,65,60,130,110,Fairy,None,Cute Charm,None,Pixilate,6,Field,None,FALSE,FALSE,FALSE,TRUE
Hawlucha,701,500,78,92,75,118,63,74,Fighting,Flying,Limber,Unburden,Mold Breaker,6,Flying,Human-Like,FALSE,FALSE,FALSE,TRUE
Dedenne,702,431,67,58,57,101,67,81,Electric,Fairy,Cheek Pouch,Pickup,Plus,6,Fairy,Field,FALSE,FALSE,FALSE,TRUE
Carbink,703,500,50,50,150,50,150,50,Rock,Fairy,Clear Body,None,Sturdy,6,Fairy,Mineral,FALSE,FALSE,FALSE,TRUE
Goodra,706,600,90,100,70,80,150,110,Dragon,None,Sap Sipper,Hydration,Gooey,6,Dragon,None,FALSE,FALSE,FALSE,TRUE
Goodra(Hisuian Goodra),706,600,80,100,100,60,150,110,Steel,Dragon,Sap Sipper,Shell Armor,Gooey,6,Dragon,None,FALSE,FALSE,FALSE,TRUE
Klefki,707,470,57,80,91,75,87,80,Steel,Fairy,Prankster,None,Magician,6,Mineral,None,FALSE,FALSE,FALSE,TRUE
Trevenant,709,474,85,110,76,56,82,65,Ghost,Grass,Natural Cure,Frisk,Harvest,6,Amorphous,Grass,FALSE,FALSE,FALSE,TRUE
Gourgeist,711,494,65,90,122,84,75,58,Ghost,Grass,Pickup,Frisk,Insomnia,6,Amorphous,None,FALSE,FALSE,FALSE,TRUE
Gourgeist(Small Size),711,494,55,85,122,99,75,58,Ghost,Grass,Pickup,Frisk,Insomnia,6,Amorphous,None,FALSE,FALSE,FALSE,TRUE
Gourgeist(Large Size),711,494,75,95,122,69,75,58,Ghost,Grass,Pickup,Frisk,Insomnia,6,Amorphous,None,FALSE,FALSE,FALSE,TRUE
Gourgeist(Super Size),711,494,85,100,122,54,75,58,Ghost,Grass,Pickup,Frisk,Insomnia,6,Amorphous,None,FALSE,FALSE,FALSE,TRUE
Avalugg,713,514,95,117,184,28,46,44,Ice,None,Own Tempo,Ice Body,Sturdy,6,Mineral,Monster,FALSE,FALSE,FALSE,TRUE
Avalugg(Hisuian Avalugg),713,514,95,127,184,38,36,34,Ice,Rock,Strong Jaw,Ice Body,Sturdy,6,Mineral,Monster,FALSE,FALSE,FALSE,TRUE
Noivern,715,535,85,70,80,123,80,97,Flying,Dragon,Frisk,Infiltrator,Telepathy,6,Dragon,Flying,FALSE,FALSE,FALSE,TRUE
Xerneas,716,680,126,131,95,99,98,131,Fairy,None,Fairy Aura,None,None,6,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Yveltal,717,680,126,131,95,99,98,131,Dark,Flying,Dark Aura,None,None,6,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Zygarde(Complete Forme),718,708,216,100,121,85,95,91,Dragon,Ground,Power Construct,None,None,6,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Zygarde,718,600,108,100,121,95,95,81,Dragon,Ground,Aura Break,None,Power Construct,6,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Zygarde(10% Forme),718,486,54,100,71,115,85,61,Dragon,Ground,Aura Break,None,Power Construct,6,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Diancie,719,600,50,100,150,50,150,100,Rock,Fairy,Clear Body,None,None,6,Undiscovered,None,FALSE,FALSE,TRUE,TRUE
Hoopa(Hoopa Unbound),720,680,80,160,60,80,130,170,Psychic,Dark,Magician,None,None,6,Undiscovered,None,FALSE,FALSE,TRUE,TRUE
Hoopa,720,600,80,110,60,70,130,150,Psychic,Ghost,Magician,None,None,6,Undiscovered,None,FALSE,FALSE,TRUE,TRUE
Volcanion,721,600,80,110,120,70,90,130,Fire,Water,Water Absorb,None,None,6,Undiscovered,None,FALSE,FALSE,TRUE,TRUE
Decidueye,724,530,78,107,75,70,100,100,Grass,Ghost,Overgrow,None,Long Reach,7,Flying,None,FALSE,FALSE,FALSE,TRUE
Decidueye(Hisuian Decidueye),724,530,88,112,80,60,95,95,Grass,Fighting,Overgrow,None,Scrappy,7,Flying,None,FALSE,FALSE,FALSE,TRUE
Incineroar,727,530,95,115,90,60,90,80,Fire,Dark,Blaze,None,Intimidate,7,Field,None,FALSE,FALSE,FALSE,TRUE
Primarina,730,530,80,74,74,60,116,126,Water,Fairy,Torrent,None,Liquid Voice,7,Field,Water 1,FALSE,FALSE,FALSE,TRUE
Toucannon,733,485,80,120,75,60,75,75,Normal,Flying,Keen Eye,Skill Link,Sheer Force,7,Flying,None,FALSE,FALSE,FALSE,TRUE
Gumshoos,735,418,88,110,60,45,60,55,Normal,None,Strong Jaw,Stakeout,Adaptability,7,Field,None,FALSE,FALSE,FALSE,TRUE
Vikavolt,738,500,77,70,90,43,75,145,Bug,Electric,Levitate,None,None,7,Bug,None,FALSE,FALSE,FALSE,TRUE
Crabominable,740,478,97,132,77,43,67,62,Fighting,Ice,Hyper Cutter,Iron Fist,Anger Point,7,Water 3,None,FALSE,FALSE,FALSE,TRUE
Oricorio,741,476,75,70,70,93,70,98,Fire,Flying,Dancer,None,None,7,Flying,None,FALSE,FALSE,FALSE,TRUE
Oricorio(Pom-Pom Style),741,476,75,70,70,93,70,98,Electric,Flying,Dancer,None,None,7,Flying,None,FALSE,FALSE,FALSE,TRUE
Oricorio(Pa'u Style),741,476,75,70,70,93,70,98,Psychic,Flying,Dancer,None,None,7,Flying,None,FALSE,FALSE,FALSE,TRUE
Oricorio(Sensu Style),741,476,75,70,70,93,70,98,Ghost,Flying,Dancer,None,None,7,Flying,None,FALSE,FALSE,FALSE,TRUE
Ribombee,743,464,60,55,60,124,70,95,Bug,Fairy,Honey Gather,Shield Dust,Sweet Veil,7,Bug,Fairy,FALSE,FALSE,FALSE,TRUE
Lycanroc,745,487,75,115,65,112,65,55,Rock,None,Keen Eye,Sand Rush,Steadfast,7,Field,None,FALSE,FALSE,FALSE,TRUE
Lycanroc(Midnight Form),745,487,85,115,75,82,75,55,Rock,None,Keen Eye,Vital Spirit,No Guard,7,Field,None,FALSE,FALSE,FALSE,TRUE
Lycanroc(Dusk Form),745,487,75,117,65,110,65,55,Rock,None,Tough Claws,None,None,7,Field,None,FALSE,FALSE,FALSE,TRUE
Wishiwashi(School Form),746,620,45,140,130,30,135,140,Water,None,Schooling,None,None,7,Water 2,None,FALSE,FALSE,FALSE,TRUE
Toxapex,748,495,50,63,152,35,142,53,Poison,Water,Merciless,Limber,Regenerator,7,Water 1,None,FALSE,FALSE,FALSE,TRUE
Mudsdale,750,500,100,125,100,35,85,55,Ground,None,Own Tempo,Stamina,Inner Focus,7,Field,None,FALSE,FALSE,FALSE,TRUE
Araquanid,752,454,68,70,92,42,132,50,Water,Bug,Water Bubble,None,Water Absorb,7,Bug,Water 1,FALSE,FALSE,FALSE,TRUE
Lurantis,754,480,70,105,90,45,90,80,Grass,None,Leaf Guard,None,Contrary,7,Grass,None,FALSE,FALSE,FALSE,TRUE
Shiinotic,756,405,60,45,80,30,100,90,Grass,Fairy,Illuminate,Effect Spore,Rain Dish,7,Grass,None,FALSE,FALSE,FALSE,TRUE
Salazzle,758,480,68,64,60,117,60,111,Poison,Fire,Corrosion,None,Oblivious,7,Dragon,Monster,FALSE,FALSE,FALSE,TRUE
Bewear,760,500,120,125,80,60,60,55,Normal,Fighting,Fluffy,Klutz,Unnerve,7,Field,None,FALSE,FALSE,FALSE,TRUE
Tsareena,763,510,72,120,98,72,98,50,Grass,None,Leaf Guard,Queenly Majesty,Sweet Veil,7,Grass,None,FALSE,FALSE,FALSE,TRUE
Comfey,764,485,51,52,90,100,110,82,Fairy,None,Flower Veil,Triage,Natural Cure,7,Grass,None,FALSE,FALSE,FALSE,TRUE
Oranguru,765,490,90,60,80,60,110,90,Normal,Psychic,Inner Focus,Telepathy,Symbiosis,7,Field,None,FALSE,FALSE,FALSE,TRUE
Passimian,766,490,100,120,90,80,60,40,Fighting,None,Receiver,None,Defiant,7,Field,None,FALSE,FALSE,FALSE,TRUE
Golisopod,768,530,75,125,140,40,90,60,Bug,Water,Emergency Exit,None,None,7,Bug,Water 3,FALSE,FALSE,FALSE,TRUE
Palossand,770,480,85,75,110,35,75,100,Ghost,Ground,Water Compaction,None,Sand Veil,7,Amorphous,None,FALSE,FALSE,FALSE,TRUE
Pyukumuku,771,410,55,60,130,5,130,30,Water,None,Innards Out,None,Unaware,7,Water 1,None,FALSE,FALSE,FALSE,TRUE
Silvally,773,570,95,95,95,95,95,95,Normal,None,RKS System,None,None,7,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Minior(Core Form),774,500,60,100,60,120,60,100,Rock,Flying,Shields Down,None,None,7,Mineral,None,FALSE,FALSE,FALSE,TRUE
Minior,774,440,60,60,100,60,100,60,Rock,Flying,Shields Down,None,None,7,Mineral,None,FALSE,FALSE,FALSE,TRUE
Komala,775,480,65,115,65,65,95,75,Normal,None,Comatose,None,None,7,Field,None,FALSE,FALSE,FALSE,TRUE
Turtonator,776,485,60,78,135,36,85,91,Fire,Dragon,Shell Armor,None,None,7,Dragon,Monster,FALSE,FALSE,FALSE,TRUE
Togedemaru,777,435,65,98,63,96,73,40,Electric,Steel,Iron Barbs,Lightning Rod,Sturdy,7,Fairy,Field,FALSE,FALSE,FALSE,TRUE
Mimikyu,778,476,55,90,80,96,105,50,Ghost,Fairy,Disguise,None,None,7,Amorphous,None,FALSE,FALSE,FALSE,TRUE
Bruxish,779,475,68,105,70,92,70,70,Water,Psychic,Dazzling,Strong Jaw,Wonder Skin,7,Water 2,None,FALSE,FALSE,FALSE,TRUE
Drampa,780,485,78,60,85,36,91,135,Normal,Dragon,Berserk,Sap Sipper,Cloud Nine,7,Dragon,Monster,FALSE,FALSE,FALSE,TRUE
Dhelmise,781,517,70,131,100,40,90,86,Ghost,Grass,Steelworker,None,None,7,Mineral,None,FALSE,FALSE,FALSE,TRUE
Kommo-o,784,600,75,110,125,85,105,100,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,7,Dragon,None,FALSE,FALSE,FALSE,TRUE
Tapu Koko,785,570,70,115,85,130,75,95,Electric,Fairy,Electric Surge,None,Telepathy,7,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Tapu Lele,786,570,70,85,75,95,115,130,Psychic,Fairy,Psychic Surge,None,Telepathy,7,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Tapu Bulu,787,570,70,130,115,75,95,85,Grass,Fairy,Grassy Surge,None,Telepathy,7,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Tapu Fini,788,570,70,75,115,85,130,95,Water,Fairy,Misty Surge,None,Telepathy,7,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Solgaleo,791,680,137,137,107,97,89,113,Psychic,Steel,Full Metal Body,None,None,7,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Lunala,792,680,137,113,89,97,107,137,Psychic,Ghost,Shadow Shield,None,None,7,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Nihilego,793,570,109,53,47,103,131,127,Rock,Poison,Beast Boost,None,None,7,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Buzzwole,794,570,107,139,139,79,53,53,Bug,Fighting,Beast Boost,None,None,7,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Pheromosa,795,570,71,137,37,151,37,137,Bug,Fighting,Beast Boost,None,None,7,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Xurkitree,796,570,83,89,71,83,71,173,Electric,None,Beast Boost,None,None,7,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Celesteela,797,570,97,101,103,61,101,107,Steel,Flying,Beast Boost,None,None,7,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Kartana,798,570,59,181,131,109,31,59,Grass,Steel,Beast Boost,None,None,7,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Guzzlord,799,570,223,101,53,43,53,97,Dark,Dragon,Beast Boost,None,None,7,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Necrozma(Ultra Necrozma),800,754,97,167,97,129,97,167,Psychic,Dragon,Neuroforce,None,None,7,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Necrozma(Dusk Mane Necrozma),800,680,97,157,127,77,109,113,Psychic,Steel,Prism Armor,None,None,7,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Necrozma(Dawn Wings Necrozma),800,680,97,113,109,77,127,157,Psychic,Ghost,Prism Armor,None,None,7,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Necrozma,800,600,97,107,101,79,89,127,Psychic,None,Prism Armor,None,None,7,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Magearna,801,600,80,95,115,65,115,130,Steel,Fairy,Soul-Heart,None,None,7,Undiscovered,None,FALSE,FALSE,TRUE,TRUE
Marshadow,802,600,90,125,80,125,90,90,Fighting,Ghost,Technician,None,None,7,Undiscovered,None,FALSE,FALSE,TRUE,TRUE
Poipole,803,420,67,73,67,73,67,73,Poison,None,Beast Boost,None,None,7,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Naganadel,804,540,73,73,73,121,73,127,Poison,Dragon,Beast Boost,None,None,7,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Stakataka,805,570,61,131,211,13,101,53,Rock,Steel,Beast Boost,None,None,7,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Blacephalon,806,570,53,127,53,107,79,151,Fire,Ghost,Beast Boost,None,None,7,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Zeraora,807,600,88,112,75,143,80,102,Electric,None,Volt Absorb,None,None,7,Undiscovered,None,FALSE,FALSE,TRUE,TRUE
Melmetal,809,600,135,143,143,34,65,80,Steel,None,Iron Fist,None,None,7,Undiscovered,None,FALSE,FALSE,TRUE,TRUE
Rillaboom,812,530,100,125,90,85,70,60,Grass,None,Overgrow,None,Grassy Surge,8,Field,Grass,FALSE,FALSE,FALSE,TRUE
Cinderace,815,530,80,116,75,119,75,65,Fire,None,Blaze,None,Libero,8,Field,Human-Like,FALSE,FALSE,FALSE,TRUE
Inteleon,818,530,70,85,65,120,65,125,Water,None,Torrent,None,Sniper,8,Field,Water 1,FALSE,FALSE,FALSE,TRUE
Greedent,820,460,120,95,95,20,75,55,Normal,None,Cheek Pouch,None,Gluttony,8,Field,None,FALSE,FALSE,FALSE,TRUE
Corviknight,823,495,98,87,105,67,85,53,Flying,Steel,Pressure,Unnerve,Mirror Armor,8,Flying,None,FALSE,FALSE,FALSE,TRUE
Orbeetle,826,505,60,45,110,90,120,80,Bug,Psychic,Swarm,Frisk,Telepathy,8,Bug,None,FALSE,FALSE,FALSE,TRUE
Thievul,828,455,70,58,58,90,92,87,Dark,None,Run Away,Unburden,Stakeout,8,Field,None,FALSE,FALSE,FALSE,TRUE
Eldegoss,830,460,60,50,90,60,120,80,Grass,None,Cotton Down,Regenerator,Effect Spore,8,Grass,None,FALSE,FALSE,FALSE,TRUE
Dubwool,832,490,72,80,100,88,90,60,Normal,None,Fluffy,Steadfast,Bulletproof,8,Field,None,FALSE,FALSE,FALSE,TRUE
Drednaw,834,485,90,115,90,74,68,48,Water,Rock,Strong Jaw,Shell Armor,Swift Swim,8,Monster,Water 1,FALSE,FALSE,FALSE,TRUE
Boltund,836,490,69,90,60,121,60,90,Electric,None,Strong Jaw,None,Competitive,8,Field,None,FALSE,FALSE,FALSE,TRUE
Coalossal,839,510,110,80,120,30,90,80,Rock,Fire,Steam Engine,Flame Body,Flash Fire,8,Mineral,None,FALSE,FALSE,FALSE,TRUE
Flapple,841,485,70,110,80,70,60,95,Grass,Dragon,Ripen,Gluttony,Hustle,8,Dragon,Grass,FALSE,FALSE,FALSE,TRUE
Appletun,842,485,110,85,80,30,80,100,Grass,Dragon,Ripen,Gluttony,Thick Fat,8,Dragon,Grass,FALSE,FALSE,FALSE,TRUE
Sandaconda,844,510,72,107,125,71,70,65,Ground,None,Sand Spit,Shed Skin,Sand Veil,8,Dragon,Field,FALSE,FALSE,FALSE,TRUE
Cramorant,845,475,70,85,55,85,95,85,Flying,Water,Gulp Missile,None,None,8,Flying,Water 1,FALSE,FALSE,FALSE,TRUE
Barraskewda,847,490,61,123,60,136,50,60,Water,None,Swift Swim,None,Propeller Tail,8,Water 2,None,FALSE,FALSE,FALSE,TRUE
Toxtricity,849,502,75,98,70,75,70,114,Electric,Poison,Punk Rock,Plus,Technician,8,Human-Like,None,FALSE,FALSE,FALSE,TRUE
Toxtricity(Low Key Form),849,502,75,98,70,75,70,114,Electric,Poison,Punk Rock,Minus,Technician,8,Human-Like,None,FALSE,FALSE,FALSE,TRUE
Centiskorch,851,525,100,115,65,65,90,90,Fire,Bug,Flash Fire,White Smoke,Flame Body,8,Bug,None,FALSE,FALSE,FALSE,TRUE
Grapploct,853,480,80,118,90,42,80,70,Fighting,None,Limber,None,Technician,8,Human-Like,Water 1,FALSE,FALSE,FALSE,TRUE
Polteageist,855,508,60,65,65,70,114,134,Ghost,None,Weak Armor,None,Cursed Body,8,Amorphous,Mineral,FALSE,FALSE,FALSE,TRUE
Hatterene,858,510,57,90,95,29,103,136,Psychic,Fairy,Healer,Anticipation,Magic Bounce,8,Fairy,None,FALSE,FALSE,FALSE,TRUE
Grimmsnarl,861,510,95,120,65,60,75,95,Dark,Fairy,Prankster,Frisk,Pickpocket,8,Fairy,Human-Like,FALSE,FALSE,FALSE,TRUE
Obstagoon,862,520,93,90,101,95,81,60,Dark,Normal,Reckless,Guts,Defiant,8,Field,None,FALSE,FALSE,FALSE,TRUE
Perrserker,863,440,70,110,100,50,60,50,Steel,None,Battle Armor,Tough Claws,Steely Spirit,8,Field,None,FALSE,FALSE,FALSE,TRUE
Cursola,864,510,60,95,50,30,130,145,Ghost,None,Weak Armor,None,Perish Body,8,Water 1,Water 3,FALSE,FALSE,FALSE,TRUE
Sirfetch'd,865,507,62,135,95,65,82,68,Fighting,None,Steadfast,None,Scrappy,8,Field,Flying,FALSE,FALSE,FALSE,TRUE
Mr. Rime,866,520,80,85,75,70,100,110,Ice,Psychic,Tangled Feet,Screen Cleaner,Ice Body,8,Human-Like,None,FALSE,FALSE,FALSE,TRUE
Runerigus,867,483,58,95,145,30,105,50,Ground,Ghost,Wandering Spirit,None,None,8,Amorphous,Mineral,FALSE,FALSE,FALSE,TRUE
Alcremie,869,495,65,60,75,64,121,110,Fairy,None,Sweet Veil,None,Aroma Veil,8,Amorphous,Fairy,FALSE,FALSE,FALSE,TRUE
Falinks,870,470,65,100,100,75,60,70,Fighting,None,Battle Armor,None,Defiant,8,Fairy,Mineral,FALSE,FALSE,FALSE,TRUE
Pincurchin,871,435,48,101,95,15,85,91,Electric,None,Lightning Rod,None,Electric Surge,8,Amorphous,Water 1,FALSE,FALSE,FALSE,TRUE
Frosmoth,873,475,70,65,60,65,90,125,Ice,Bug,Shield Dust,None,Ice Scales,8,Bug,None,FALSE,FALSE,FALSE,TRUE
Stonjourner,874,470,100,125,135,70,20,20,Rock,None,Power Spot,None,None,8,Mineral,None,FALSE,FALSE,FALSE,TRUE
Eiscue,875,470,75,80,110,50,90,65,Ice,None,Ice Face,None,None,8,Field,Water 1,FALSE,FALSE,FALSE,TRUE
Eiscue(Noice Face),875,470,75,80,70,130,50,65,Ice,None,Ice Face,None,None,8,Field,Water 1,FALSE,FALSE,FALSE,TRUE
Indeedee,876,475,60,65,55,95,95,105,Psychic,Normal,Inner Focus,Synchronize,Psychic Surge,8,Fairy,None,FALSE,FALSE,FALSE,TRUE
Indeedee(Female),876,475,70,55,65,85,105,95,Psychic,Normal,Own Tempo,Synchronize,Psychic Surge,8,Fairy,None,FALSE,FALSE,FALSE,TRUE
Morpeko,877,436,58,95,58,97,58,70,Electric,Dark,Hunger Switch,None,None,8,Fairy,Field,FALSE,FALSE,FALSE,TRUE
Copperajah,879,500,122,130,69,30,69,80,Steel,None,Sheer Force,None,Heavy Metal,8,Field,Mineral,FALSE,FALSE,FALSE,TRUE
Dracozolt,880,505,90,100,90,75,70,80,Electric,Dragon,Volt Absorb,Hustle,Sand Rush,8,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
Arctozolt,881,505,90,100,90,55,80,90,Electric,Ice,Volt Absorb,Static,Slush Rush,8,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
Dracovish,882,505,90,90,100,75,80,70,Water,Dragon,Water Absorb,Strong Jaw,Sand Rush,8,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
Arctovish,883,505,90,90,100,55,90,80,Water,Ice,Water Absorb,Ice Body,Slush Rush,8,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
